Year,unitid,ISPrice,OOSPrice
2023,200226,7935,9564
2024,200226,7979,11237
1990,200253,1653,4125
1991,200253,1701,4251
1992,200253,1710,4260
1993,200253,1836,4600
1994,200253,1960,4933
1995,200253,1960,4933
1996,200253,2044,5018
1997,200253,2139,5262
1998,200253,2240,5514
1999,200253,2330,5754
2000,200253,2454,6034
2001,200253,2554,6301
2002,200253,2806,6720
2003,200253,3228,7787
2004,200253,3712,8989
2005,200253,4092,9870
2006,200253,4492,10818
2007,200253,4773,11415
2008,200253,5044,12023
2009,200253,5389,5389
2010,200253,5637,5637
2011,200253,5762,5762
2012,200253,5920,5920
2013,200253,6046,6046
2014,200253,6225,6225
2015,200253,6390,6390
2016,200253,6557,6557
2017,200253,6809,6809
2018,200253,7064,7064
2019,200253,7592,7592
2020,200253,7896,7896
2021,200253,8163,8163
2022,200253,8508,8508
2023,200253,8633,8633
2024,200253,8702,8702
1990,200280,2040,5058
1991,200280,2145,5253
1992,200280,2165,5273
1993,200280,2298,5612
1994,200280,2428,5952
1995,200280,2428,5952
1996,200280,2528,6052
1997,200280,2677,6411
1998,200280,2830,6774
1999,200280,3432,7574
2000,200280,3088,7438
2001,200280,3262,7862
2002,200280,3662,8595
2003,200280,4156,9902
2004,200280,4828,11522
2005,200280,5327,12659
2006,200280,5792,13786
2007,200280,6130,14523
2008,200280,6513,15325
2009,200280,6726,15845
2010,200280,6934,16372
2011,200280,7093,16768
2012,200280,7254,17170
2013,200280,7508,17793
2014,200280,7741,18409
2015,200280,7965,18899
2016,200280,8137,19291
2017,200280,8447,20047
2018,200280,8695,20759
2019,200280,9736,15895
2020,200280,10276,14546
2021,200280,10596,15037
2022,200280,10951,15570
2023,200280,10951,15570
2024,200280,10951,15570
1990,200305,1560,3984
1991,200305,1563,3987
1992,200305,1599,4023
1993,200305,1650,4158
1994,200305,1734,4326
1995,200305,1701,4293
1996,200305,1802,4394
1997,200305,1820,4412
1998,200305,1820,4412
1999,200305,1864,4523
2000,200305,1857,4582
2001,200305,1938,4747
2002,200305,2128,5104
2003,200305,2434,5860
2004,200305,3284,8020
2005,200305,3492,9018
2006,200305,4233,9673
2007,200305,4396,10108
2008,200305,4635,10633
2009,200305,4144,10142
2010,200305,4173,10141
2011,200305,4181,10179
2012,200305,4177,10175
2013,200305,4094,9902
2014,200305,4438,10850
2015,200305,4571,11129
2016,200305,4697,12059
2017,200305,4880,11870
2018,200305,5132,12402
2019,200305,5317,6222
2020,200305,5450,6373
2021,200305,5646,6606
2022,200305,5880,6879
2023,200305,5928,6926
2024,200305,5974,6973
1990,200314,1806,4560
1991,200314,1713,4305
1992,200314,1628,4052
1993,200314,1692,4200
1994,200314,1742,4334
1995,200314,1757,4349
1996,200314,1805,4397
1997,200314,1848,4440
1998,200314,1868,4460
2000,200314,1958,4683
2001,200314,2089,4898
2002,200314,2295,5271
2003,200314,2295,5965
2004,200314,2937,6882
2005,200314,3201,7501
2006,200314,3456,4870
2007,200314,3632,5118
2008,200314,3800,5360
2009,200314,3836,5396
2010,200314,3856,5416
2011,200314,3856,5416
2012,200314,3886,5446
2013,200314,4029,5630
2014,200314,4098,5749
2015,200314,4181,5872
2016,200314,4281,6016
2017,200314,4419,6223
2018,200314,4568,6444
2019,200314,4883,6917
2020,200314,5106,7161
2021,200314,5173,7351
2022,200314,5347,7613
2023,200314,5347,7613
2024,200314,5388,6294
1990,200332,2040,5190
1991,200332,2248,5716
1992,200332,2032,5140
1993,200332,2184,5498
1994,200332,2310,5834
1995,200332,2310,5834
1996,200332,2410,5934
1997,200332,2566,6300
1998,200332,2730,6674
1999,200332,2886,7028
2000,200332,3010,7359
2001,200332,3272,7871
2002,200332,3506,8356
2003,200332,3965,9600
2004,200332,4733,11381
2005,200332,5264,12545
2006,200332,5722,13695
2007,200332,5985,14356
2008,200332,6236,15025
2009,200332,6410,15509
2010,200332,6661,16077
2011,200332,7175,17421
2012,200332,7233,17479
2013,200332,7540,18122
2014,200332,7820,18849
2015,200332,7978,19272
2016,200332,8207,19771
2017,200332,8546,20572
2018,200332,9294,13273
2019,200332,9619,13757
2020,200332,10033,14336
2021,200332,10401,14876
2022,200332,10792,15446
2023,200332,10857,15511
2024,200332,10910,15564
1990,200341,1658,4082
1991,200341,1658,4082
1992,200341,1658,4082
1993,200341,1710,4218
1994,200341,1710,4218
1995,200341,1758,4350
1996,200341,1806,4398
1997,200341,1806,4398
1998,200341,1806,4398
1999,200341,1876,4534
2000,200341,1876,4534
2001,200341,1966,4775
2002,200341,2245,3142
2003,200341,2436,3396
2004,200341,2655,3695
2005,200341,2866,3966
2006,200341,3078,4240
2007,200341,3236,4484
2008,200341,3392,4701
2009,200341,3392,4701
2010,200341,3469,3469
2011,200341,3902,3902
2012,200341,4182,4182
2013,200341,3624,4943
2014,200341,4445,4833
2015,200341,5233,5631
2016,200341,5027,5027
2017,200341,5163,5163
2018,200341,5304,5304
2019,200341,5378,5378
2020,200341,5528,5528
2021,200341,5981,5981
2022,200341,5768,5768
2023,200341,4938,4938
2024,200341,6114,6114
1990,200466,1720,1720
1991,200466,1720,1720
1992,200466,1870,1870
1993,200466,1870,1870
1994,200466,1870,1870
1995,200466,1870,1870
1997,200466,1870,1870
1998,200466,2540,2540
1999,200466,2540,2540
2001,200466,2540,2540
2002,200466,2540,2540
2003,200466,2540,2540
2004,200466,2540,2540
2005,200466,3140,3140
2006,200466,3140,3140
2007,200466,3140,3140
2008,200466,3210,3210
2009,200466,3810,3810
2010,200466,3810,3810
2011,200466,3810,3810
2012,200466,3810,3810
2013,200466,3910,3910
2014,200466,3910,3910
2015,200466,3910,3910
2016,200466,3910,3910
2017,200466,3910,3910
2018,200466,4010,4010
2019,200466,4010,4010
2020,200466,4010,4010
2021,200466,4010,4010
2022,200466,4010,4010
2023,200466,4010,4010
2024,200466,4010,4010
1990,200484,4460,4460
1991,200484,4050,4050
1992,200484,4534,4534
1993,200484,5008,5008
1994,200484,4767,4767
1995,200484,5270,5270
1996,200484,5690,5690
1997,200484,5790,5790
1998,200484,6478,6478
1999,200484,6294,6294
2000,200484,6520,6520
2001,200484,7000,7000
2002,200484,9258,9258
2003,200484,10258,10258
2004,200484,10568,10568
2005,200484,11114,11114
2006,200484,11868,11868
2007,200484,11970,11970
2008,200484,12940,12940
2009,200484,13000,13000
2010,200484,13090,13090
2011,200484,13090,13090
2012,200484,13440,13440
2013,200484,13900,13900
2014,200484,14620,14620
2015,200484,15506,15506
2016,200484,15912,15912
2017,200484,16040,16040
2018,200484,16337,16337
2019,200484,17006,17006
2020,200484,17340,17340
2021,200484,17686,17686
2022,200484,18216,18216
2023,200484,18762,18762
2024,200484,19700,19700
1990,200527,1152,1152
1991,200527,1152,1152
1992,200527,1152,1152
1993,200527,1176,1176
1994,200527,1176,1176
1995,200527,1176,1176
1996,200527,1296,1296
1997,200527,1296,1296
1998,200527,1536,1536
2000,200527,1536,1536
2001,200527,1776,1776
2002,200527,1776,1776
2003,200527,1776,1776
2004,200527,1776,1776
2005,200527,1776,1776
2006,200527,2000,2000
2007,200527,2000,2000
2008,200527,2000,2000
2009,200527,2000,2000
2010,200527,2000,2000
2011,200527,2250,2250
2012,200527,2250,2250
2013,200527,2250,2250
2014,200527,2250,2250
2015,200527,2250,2250
2016,200527,2250,2250
2017,200527,2250,2250
2018,200527,2250,2250
2019,200527,2250,2250
2020,200527,2250,2250
2021,200527,2338,2338
2022,200527,2482,2482
2023,200527,2626,2626
2024,200527,2794,2794
1991,200554,2100,2100
1992,200554,2100,2100
1993,200554,2100,2100
1994,200554,2100,2100
1995,200554,2100,2100
1997,200554,2680,2680
1998,200554,2830,2830
1999,200554,2830,2830
2000,200554,2830,2830
2001,200554,2830,2830
2002,200554,3530,3530
2003,200554,3530,3530
2004,200554,3530,3530
2005,200554,3530,3530
2006,200554,3530,3530
2007,200554,3530,3530
2008,200554,3430,3430
2009,200554,3530,3530
2010,200554,3840,3840
2011,200554,3840,3840
2012,200554,5210,5210
2013,200554,5210,5210
2014,200554,5210,5210
2015,200554,5400,5400
2016,200554,5757,5757
2017,200554,5757,5757
2018,200554,4252,4252
2019,200554,4252,4252
2020,200554,4252,4252
2021,200554,4252,4252
2022,200554,4252,4252
2023,200554,4252,4252
2024,200554,5232,5232
1990,200572,1638,4110
1991,200572,1707,4257
1992,200572,1707,4257
1993,200572,1815,4495
1994,200572,1889,4695
1995,200572,1893,4699
1996,200572,2843,5649
1997,200572,2919,5853
1998,200572,3023,6083
1999,200572,3097,6280
2000,200572,3173,6483
2001,200572,3306,6758
2002,200572,3504,7181
2003,200572,4026,8455
2004,200572,4558,9785
2005,200572,5161,11267
2006,200572,5557,12248
2007,200572,5847,12866
2008,200572,6055,13427
2009,200572,6211,13840
2010,200572,6076,13478
2011,200572,6197,13784
2012,200572,6333,14110
2013,200572,6516,14596
2014,200572,6674,15070
2015,200572,6800,15406
2016,200572,7196,16017
2017,200572,7406,16579
2018,200572,7626,17166
2019,200572,7707,12120
2020,200572,7942,12532
2021,200572,8195,12969
2022,200572,8458,13422
2023,200572,8514,13478
2024,200572,8580,13544
1990,200590,9038,9038
1991,200590,2970,2970
1992,200590,4050,4050
1993,200590,4050,4050
1994,200590,4050,4050
1995,200590,4182,4182
1997,200590,5870,5870
1998,200590,5000,5000
1999,200590,4585,4585
2000,200590,4795,4795
2001,200590,5150,5150
2002,200590,6600,6600
2003,200590,6800,6800
2004,200590,5990,5990
2005,200590,6201,6201
2006,200590,6723,6723
2007,200590,7050,7050
2008,200590,7606,7606
2009,200590,7571,7571
2010,200590,9079,9079
2011,200590,9079,9079
2012,200590,9054,9054
2013,200590,9352,9352
2014,200590,9705,9705
2015,200590,10032,10032
2016,200590,10920,10920
2017,200590,10272,10272
2018,200590,10272,10272
2019,200590,10462,10462
2020,200590,10460,10460
2021,200590,10502,10502
2022,200590,11052,11052
2023,200590,11060,11060
2024,200590,11060,11060
2000,200785,8000,8000
2001,200785,8250,8250
2002,200785,8620,8620
2003,200785,8820,8820
2004,200785,10323,10323
2005,200785,12677,12677
2006,200785,11815,11815
2007,200785,12460,12460
2008,200785,13090,13090
2009,200785,14262,14262
2010,200785,10079,10079
2014,200785,12250,12250
2015,200785,12790,12790
2016,200785,13390,13390
2017,200785,13850,13850
2018,200785,14000,14000
2019,200785,14200,14200
2020,200785,14200,14200
2021,200785,14200,14200
2022,200785,12750,12750
2023,200785,13420,13420
2024,200785,13450,13450
1990,200800,2432,5972
1991,200800,2656,6494
1993,200800,3040,7575
1994,200800,3192,7954
1995,200800,3384,8432
1996,200800,3486,8686
1997,200800,3660,9120
1998,200800,4017,9767
1999,200800,4152,10353
2000,200800,4497,10699
2001,200800,4930,11132
2002,200800,5798,12612
2003,200800,6808,14298
2004,200800,7510,15740
2005,200800,7958,16682
2006,200800,8382,17631
2007,200800,8382,17631
2008,200800,8612,17861
2009,200800,8752,18000
2010,200800,9247,16903
2011,200800,9545,17468
2012,200800,9863,18063
2013,200800,10054,18418
2014,200800,10260,18792
2015,200800,10509,19040
2016,200800,10270,18801
2017,200800,10270,18801
2018,200800,10270,18801
2019,200800,11636,17765
2020,200800,11861,17765
2021,200800,11880,11880
2022,200800,12427,15500
2023,200800,12799,17239
2024,200800,13135,20815
1990,200846,2432,5972
1991,200846,2526,6012
1993,200846,2775,6802
1994,200846,3175,7202
1995,200846,3090,7575
1996,200846,3183,7803
1997,200846,3279,8354
1998,200846,3696,8454
1999,200846,3443,8487
2000,200846,3272,8316
2001,200846,3574,8618
2002,200846,3930,9474
2003,200846,4318,10412
2004,200846,4746,11442
2005,200846,5054,12152
2006,200846,5331,12854
2007,200846,5331,12854
2008,200846,5331,12854
2009,200846,5424,12948
2010,200846,5710,11939
2011,200846,5910,12357
2012,200846,6116,12789
2013,200846,6116,12964
2014,200846,6116,12788
2015,200846,6116,12789
2016,200846,6116,12789
2017,200846,6116,12789
2018,200846,6116,12789
2019,200846,6116,12789
2020,200846,6116,12789
2021,200846,6505,6505
2022,200846,7291,7291
2023,200846,7699,14372
2024,200846,7723,15403
1991,200873,885,885
1992,200873,3680,3680
1993,200873,3680,3680
1994,200873,3200,3200
1995,200873,3200,3200
1996,200873,4500,4500
1997,200873,4500,4500
1998,200873,2300,2300
1999,200873,2485,2485
2000,200873,2950,2950
2001,200873,2950,2950
2002,200873,3430,3430
2003,200873,3810,3810
2004,200873,3860,3860
2005,200873,3860,3860
2006,200873,3860,3860
2007,200873,4480,4480
2015,200873,6196,6196
2016,200873,5800,5800
2017,200873,5800,5800
2018,200873,7000,7000
2019,200873,7000,7000
2020,200873,6800,6800
2021,200873,6800,6800
2022,200873,6800,6800
2023,200873,6800,6800
2024,200873,6800,6800
1990,201061,6500,6500
1991,201061,7200,7200
1992,201061,7900,7900
1993,201061,8820,8820
1994,201061,9420,9420
1995,201061,10115,10115
1996,201061,10500,10500
1997,201061,10925,10925
1998,201061,11375,11375
1999,201061,11825,11825
2000,201061,12425,12425
2001,201061,13000,13000
2002,201061,17300,17300
2003,201061,17300,17300
2004,201061,18050,18050
2005,201061,18850,18850
2006,201061,19600,19600
2007,201061,20340,20340
2008,201061,21300,21300
2009,201061,21880,21880
2010,201061,23740,23740
2011,201061,23530,23530
2012,201061,24330,24330
2013,201061,24330,24330
2014,201061,26376,26376
2015,201061,27788,27788
2016,201061,29752,29752
2017,201061,31290,31290
2018,201061,33450,33450
2019,201061,34335,34335
2020,201061,34854,34854
2021,201061,35290,35290
2022,201061,35543,35543
2023,201061,37953,37953
2024,201061,40007,40007
1991,201104,9985,9985
1992,201104,10583,10583
1993,201104,10733,10733
1994,201104,11431,11431
1995,201104,12174,12174
1996,201104,12600,12600
1997,201104,13293,13293
1998,201104,13726,13726
1999,201104,14616,14616
2000,201104,15530,15530
2001,201104,16280,16280
2002,201104,17270,17270
2003,201104,17982,17982
2004,201104,18858,18858
2005,201104,19853,19853
2006,201104,21440,21440
2007,201104,23006,23006
2008,201104,24342,24342
2009,201104,25646,25646
2010,201104,27392,27392
2011,201104,28582,28582
2012,201104,28858,28858
2013,201104,29836,29836
2014,201104,19852,19852
2015,201104,20242,20242
2016,201104,20392,20392
2017,201104,20700,20700
2018,201104,21332,21332
2019,201104,21965,21965
2020,201104,23060,23060
2021,201104,23090,23090
2022,201104,24140,24140
2023,201104,26390,26390
2024,201104,31210,31210
1990,201177,3250,3250
1991,201177,2800,2800
1992,201177,4600,4600
1993,201177,5635,5635
1994,201177,6400,6400
1995,201177,6520,6520
1997,201177,3149,3149
1998,201177,6155,6155
1999,201177,8105,8105
2000,201177,8320,8320
2001,201177,8800,8800
2002,201177,9230,9230
2003,201177,9875,9875
2004,201177,11810,11810
2005,201177,12310,12310
2006,201177,12807,12807
2007,201177,14325,14325
2008,201177,15207,15207
2009,201177,15500,15500
2010,201177,16010,16010
2011,201177,16690,16690
2012,201177,17336,17336
2013,201177,17336,17336
2014,201177,19263,19263
2015,201177,16340,16340
2016,201177,17370,17370
2017,201177,18000,18000
2018,201177,18510,18510
2019,201177,18950,18950
2020,201177,18950,18950
2021,201177,19310,19310
2022,201177,19310,19310
2023,201177,19854,19854
2024,201177,20230,20230
1990,201283,1020,1545
1991,201283,1224,1728
1992,201283,1440,1944
1993,201283,1512,2016
1994,201283,1980,2610
1995,201283,2099,2610
1996,201283,2400,3000
1997,201283,2668,3780
1998,201283,2709,3796
2001,201283,2688,4320
2002,201283,2976,4560
2003,201283,3423,6015
2004,201283,3627,6375
2005,201283,3807,6687
2006,201283,4035,7023
2007,201283,4035,7023
2008,201283,4035,7023
2009,201283,3798,6585
2010,201283,3908,6799
2011,201283,3908,6799
2012,201283,3452,5876
2013,201283,3452,5876
2014,201283,3596,6030
2015,201283,3596,6030
2016,201283,3541,6020
2017,201283,3541,6020
2018,201283,4310,6994
2019,201283,4098,6576
2020,201283,4218,6720
2021,201283,4338,6840
2022,201283,4700,7420
2023,201283,4815,7525
2024,201283,4698,7200
1990,201371,7650,7650
1991,201371,8100,8100
1992,201371,8685,8685
1993,201371,9225,9225
1994,201371,9900,9900
1995,201371,10620,10620
1996,201371,11250,11250
1997,201371,11835,11835
1998,201371,12375,12375
1999,201371,13406,13406
2000,201371,14326,14326
2001,201371,15376,15376
2002,201371,16430,16430
2003,201371,17660,17660
2004,201371,18350,18350
2005,201371,19428,19428
2006,201371,20570,20570
2007,201371,21780,21780
2008,201371,22920,22920
2009,201371,24044,24044
2010,201371,24930,24930
2011,201371,26154,26154
2012,201371,27426,27426
2013,201371,28504,28504
2014,201371,29316,29316
2015,201371,30168,30168
2016,201371,30762,30762
2017,201371,31672,31672
2018,201371,32766,32766
2019,201371,33736,33736
2020,201371,34502,34502
2021,201371,34502,34502
2022,201371,35516,35516
2023,201371,36298,36298
2024,201371,37362,37362
1990,201432,2166,5516
1991,201432,2390,6054
1993,201432,2734,6908
1995,201432,3014,7572
1996,201432,3166,7906
1997,201432,3244,8258
1998,201432,3354,8642
1999,201432,3354,8902
2000,201432,3202,9100
2001,201432,3202,9454
2002,201432,3626,10254
2003,201432,3806,10766
2004,201432,3976,11284
2005,201432,4114,11422
2006,201432,4228,11536
2007,201432,4228,11536
2008,201432,4228,11536
2009,201432,4228,11536
2010,201432,4528,11836
2011,201432,4686,11994
2012,201432,4850,12158
2013,201432,4946,12254
2014,201432,4946,12254
2015,201432,4946,12482
2016,201432,5060,12596
2017,201432,5060,12596
2018,201432,5060,13049
2019,201432,5159,13147
2020,201432,5159,13147
2021,201432,5776,13765
2022,201432,6036,14025
2023,201432,5910,13898
2024,201432,6131,14119
1990,201441,2808,6158
1991,201441,3060,6724
1993,201441,3553,7727
1995,201441,3954,8512
1996,201441,4190,8930
1997,201441,4422,9436
1998,201441,4654,9942
1999,201441,4874,10422
2000,201441,5184,11082
2001,201441,5604,11856
2002,201441,6502,13130
2003,201441,7144,14104
2004,201441,8072,15092
2005,201441,8560,15556
2006,201441,9060,16054
2007,201441,9060,16054
2008,201441,9060,16368
2009,201441,9060,16368
2010,201441,9704,16742
2011,201441,10164,17472
2012,201441,10514,17822
2013,201441,10726,18034
2014,201441,10726,18034
2015,201441,10796,18332
2016,201441,11057,18593
2017,201441,11057,18593
2018,201441,11108,19096
2019,201441,11316,19305
2020,201441,11573,19562
2021,201441,13061,21050
2022,201441,13639,21132
2023,201441,13390,21378
2024,201441,13912,21900
1991,201469,4992,4992
1992,201469,5280,5280
1993,201469,5760,5760
1994,201469,5952,5952
1995,201469,6192,6192
1996,201469,6745,6745
1997,201469,6985,6985
1998,201469,8521,8521
1999,201469,9049,9049
2000,201469,9497,9497
2001,201469,9497,9497
2002,201469,9497,9497
2003,201469,10510,10510
2004,201469,11020,11020
2005,201469,11020,11020
2006,201469,11920,11920
2007,201469,12550,12550
2008,201469,12680,12680
2009,201469,14770,14770
2010,201469,15220,15220
2011,201469,15049,15049
2012,201469,15624,15624
2013,201469,16146,16146
2014,201469,16009,16009
2015,201469,16278,16278
2016,201469,16960,16960
2017,201469,17326,17326
2018,201469,17714,17714
2019,201469,18241,18241
2020,201469,18929,18929
2021,201469,19078,19078
2022,201469,19048,19048
2023,201469,19640,19640
2024,201469,20013,20013
1990,201548,10360,10360
1991,201548,11085,11085
1992,201548,11810,11810
1993,201548,12500,12500
1994,201548,13050,13050
1995,201548,13700,13700
1996,201548,14200,14200
1997,201548,14760,14760
1998,201548,15260,15260
1999,201548,16200,16200
2000,201548,17080,17080
2014,201548,32190,32190
2015,201548,32830,32830
2016,201548,33492,33492
2017,201548,34600,34600
2018,201548,35466,35466
2019,201548,36872,36872
2020,201548,38298,38298
2021,201548,39338,39338
2022,201548,40350,40350
2023,201548,41788,41788
2024,201548,43234,43234
1990,201645,12902,12902
1991,201645,13708,13708
1992,201645,14616,14616
1993,201645,15322,15322
1994,201645,15826,15826
1995,201645,16430,16430
1996,201645,17235,17235
1997,201645,17942,17942
1998,201645,18546,18546
1999,201645,19354,19354
2000,201645,20260,20260
2001,201645,21168,21168
2002,201645,22730,22730
2003,201645,24342,24342
2004,201645,26762,26762
2005,201645,28678,28678
2006,201645,31388,31388
2007,201645,33538,33538
2008,201645,35202,35202
2009,201645,36238,36238
2010,201645,37648,37648
2011,201645,39120,39120
2012,201645,40490,40490
2013,201645,41800,41800
2014,201645,43158,43158
2015,201645,44560,44560
2016,201645,46006,46006
2017,201645,47500,47500
2018,201645,49042,49042
2019,201645,50924,50924
2020,201645,52948,52948
2021,201645,54532,54532
2022,201645,61584,61584
2023,201645,64678,64678
2024,201645,66608,66608
1990,201654,4947,4947
1991,201654,5709,5709
1992,201654,6234,6234
1993,201654,6974,6974
1994,201654,7470,7470
1995,201654,7872,7872
1996,201654,8448,8448
1997,201654,9168,9168
1998,201654,9936,9936
1999,201654,10746,10746
2000,201654,11562,11562
2013,201654,26420,26420
2014,201654,26420,26420
2015,201654,27206,27206
2016,201654,28110,28110
2017,201654,29156,29156
2018,201654,30270,30270
2019,201654,31322,31322
2020,201654,32564,32564
2021,201654,33374,33374
2022,201654,34698,34698
2023,201654,36078,36078
2024,201654,37150,37150
1990,201690,2247,4788
1991,201690,2388,5184
1992,201690,2679,5895
1993,201690,2811,6348
1994,201690,2787,6324
1995,201690,2664,7992
1996,201690,3318,7293
1997,201690,3318,7293
1998,201690,3336,7311
1999,201690,3453,7566
2000,201690,3573,7830
2001,201690,3723,8127
2002,201690,4044,8757
2003,201690,4287,9282
2004,201690,4710,10200
2005,201690,4994,10814
2006,201690,5294,11462
2007,201690,5294,11462
2008,201690,5294,11462
2009,201690,5294,11806
2010,201690,5480,12220
2011,201690,5672,12648
2012,201690,5870,13090
2013,201690,6058,13510
2014,201690,6246,13928
2015,201690,6246,13928
2016,201690,6246,8096
2017,201690,6246,8096
2018,201690,6346,8346
2019,201690,6726,8726
2020,201690,6726,8726
2021,201690,7262,9262
2022,201690,7596,9596
2023,201690,7824,9824
2024,201690,8058,10058
1992,201803,3000,3000
1993,201803,3000,3000
1994,201803,3000,3000
1995,201803,3500,3500
1996,201803,3700,3700
2000,201803,4000,4000
2001,201803,4000,4000
2002,201803,4000,4000
2004,201803,5500,5500
2005,201803,5500,5500
2006,201803,5900,5900
2007,201803,5900,5900
2008,201803,6700,6700
2009,201803,7700,7700
2010,201803,7700,7700
2011,201803,7700,7700
2012,201803,8000,8000
2013,201803,8400,8400
2014,201803,8600,8600
2015,201803,8600,8600
2016,201803,8600,8600
2017,201803,8600,8600
2018,201803,8600,8600
2019,201803,8600,8600
2020,201803,8600,8600
2021,201803,8600,8600
2022,201803,9878,9878
2023,201803,12889,12889
2024,201803,15000,15000
1990,201821,6845,6845
1991,201821,8780,8780
1993,201821,6000,6000
1994,201821,6000,6000
1995,201821,5171,5171
1996,201821,5420,5420
1997,201821,5420,5420
1998,201821,3360,3360
2000,201821,5995,5995
2001,201821,5674,5674
2002,201821,5786,5786
2003,201821,5784,5784
2004,201821,5848,5848
2005,201821,5887,5887
2006,201821,5887,5887
2007,201821,8880,8880
2008,201821,8980,8980
2009,201821,8980,8980
2010,201821,12322,12322
2011,201821,14305,14305
2012,201821,15505,15505
2013,201821,18883,18883
2014,201821,20031,20031
2015,201821,14190,14190
2016,201821,14760,14760
2017,201821,15166,15166
2018,201821,14912,14912
2019,201821,15181,15181
2020,201821,15151,15151
2021,201821,15789,15789
2022,201821,16146,16146
2023,201821,17982,17982
2024,201821,18568,18568
1990,201867,6000,6000
1991,201867,6380,6380
1992,201867,6750,6750
1993,201867,7125,7125
1994,201867,7500,7500
1995,201867,7875,7875
1996,201867,8455,8455
1997,201867,8775,8775
1998,201867,9375,9375
2000,201867,10850,10850
2001,201867,11455,11455
2002,201867,11510,11510
2003,201867,11845,11845
2004,201867,13140,13140
2005,201867,13515,13515
2006,201867,13740,13740
2007,201867,14510,14510
2008,201867,16855,16855
2009,201867,17275,17275
2010,201867,17275,17275
2011,201867,17275,17275
2012,201867,17275,17275
2013,201867,19150,19150
2014,201867,20025,20025
2015,201867,20025,20025
2016,201867,20025,20025
2017,201867,20025,20025
2018,201867,19875,19875
2019,201867,22495,22495
2020,201867,22075,22075
2021,201867,23000,23000
2022,201867,23000,23000
2023,201867,24310,24310
2024,201867,24815,24815
1990,201885,2838,6774
1991,201885,3096,7386
1992,201885,3372,8049
1993,201885,3558,8712
1994,201885,3732,9405
1995,201885,3918,9873
1996,201885,4152,10464
1997,201885,4359,10986
1998,201885,4746,12252
1999,201885,4998,12879
2000,201885,5337,13614
2001,201885,5823,14760
2002,201885,6936,17319
2003,201885,7623,19230
2004,201885,8379,21351
2005,201885,8877,22629
2006,201885,9399,23922
2007,201885,9399,23922
2008,201885,9399,23922
2009,201885,9399,23922
2010,201885,10065,24588
2011,201885,10419,24942
2012,201885,10784,25816
2013,201885,10784,25816
2014,201885,11010,26334
2015,201885,11000,26334
2016,201885,11000,26334
2017,201885,11000,26334
2018,201885,11000,26334
2019,201885,11154,26488
2020,201885,11401,26735
2021,201885,11777,27111
2022,201885,12334,27668
2023,201885,12906,28240
2024,201885,13363,28697
1990,201928,2028,3393
1991,201928,2028,3393
1992,201928,2226,3948
1993,201928,2310,4326
1994,201928,2394,4620
1995,201928,2478,4956
1996,201928,2520,5040
1997,201928,2625,5250
1998,201928,2625,5250
1999,201928,3374,6716
2000,201928,3275,6520
2001,201928,3374,6718
2002,201928,3605,7180
2003,201928,4055,7955
2004,201928,4307,8459
2005,201928,4543,8930
2006,201928,4755,9166
2007,201928,4755,9166
2008,201928,4755,9166
2009,201928,4755,9166
2010,201928,5069,9793
2011,201928,5234,10124
2012,201928,4523,8788
2013,201928,3745,7232
2014,201928,3825,7393
2015,201928,3825,7393
2016,201928,3825,7393
2017,201928,3825,7393
2018,201928,4226,8026
2019,201928,4446,8379
2020,201928,5040,9090
2021,201928,5040,9090
2022,201928,5274,9558
2023,201928,5400,9801
2024,201928,5517,10044
1990,201946,2706,6642
1991,201946,2850,7020
1992,201946,3027,7488
1993,201946,2916,7200
1994,201946,2916,7200
1995,201946,2916,7200
1996,201946,2961,7305
1997,201946,3051,7455
1998,201946,3096,7566
1999,201946,3096,7566
2000,201946,2943,7566
2001,201946,3105,7866
2002,201946,3486,8829
2003,201946,3765,9537
2004,201946,4056,10173
2005,201946,4299,10785
2006,201946,4542,11394
2007,201946,4542,11394
2008,201946,4542,11394
2009,201946,4542,11394
2010,201946,4863,11715
2011,201946,5034,11886
2012,201946,5210,12302
2013,201946,5210,12302
2014,201946,5316,12548
2015,201946,6052,13284
2016,201946,5316,12548
2017,201946,5316,12548
2018,201946,5316,12548
2019,201946,5495,12727
2020,201946,5748,12980
2021,201946,5966,13198
2022,201946,6364,13596
2023,201946,6448,13680
2024,201946,6639,13871
1990,201955,2706,6642
1991,201955,2850,7020
1992,201955,3027,7488
1993,201955,3168,8064
1994,201955,3168,8064
1995,201955,3294,8376
1996,201955,3426,8700
1997,201955,3573,8997
1998,201955,3573,8997
1999,201955,3573,8997
2000,201955,3396,8997
2001,201955,3573,9342
2002,201955,4014,10491
2003,201955,4335,11331
2004,201955,4659,12075
2005,201955,4938,12801
2006,201955,5232,13566
2007,201955,5232,13566
2008,201955,5232,13566
2009,201955,5232,13566
2010,201955,5499,13833
2011,201955,5691,14025
2012,201955,5890,14516
2013,201955,5890,14516
2014,201955,6010,14808
2015,201955,6746,15544
2016,201955,6010,14808
2017,201955,6010,14808
2018,201955,6010,14808
2019,201955,6010,14808
2020,201955,6149,14947
2021,201955,6387,15185
2022,201955,6790,15588
2023,201955,6897,15695
2024,201955,7106,15904
1990,201964,3650,3650
1991,201964,3808,3808
1993,201964,3718,3718
1994,201964,4470,4470
1995,201964,4620,4620
1996,201964,4850,4850
1997,201964,5730,5730
1998,201964,6842,6842
1999,201964,7290,7290
2000,201964,7774,7774
2001,201964,8224,8224
