Year,unitid,ISPrice,OOSPrice
2002,201964,8796,8796
2003,201964,9364,9364
2004,201964,9922,9922
2005,201964,10612,10612
2006,201964,12030,12030
2007,201964,13040,13040
2008,201964,14060,14060
2009,201964,14750,14750
2010,201964,15750,15750
2011,201964,16750,16750
2012,201964,17350,17350
2013,201964,17720,17720
2014,201964,17720,17720
2015,201964,9990,9990
2016,201964,11718,11718
2017,201964,12030,12030
2018,201964,12350,12350
2019,201964,14883,14883
2020,201964,15750,15750
2021,201964,14395,14395
2022,201964,17597,17597
2023,201964,17990,17990
2024,201964,19190,19190
1990,201973,1737,3204
1991,201973,1822,3645
1992,201973,1999,3984
1993,201973,2107,4199
1994,201973,2175,4083
1995,201973,2280,4294
1996,201973,2348,4429
1997,201973,2556,4860
1998,201973,2604,4956
1999,201973,2562,4767
2000,201973,2601,5097
2001,201973,2748,5244
2002,201973,3480,6168
2003,201973,3654,6342
2004,201973,3874,6706
2005,201973,4042,7042
2006,201973,3999,6843
2007,201973,3999,7143
2008,201973,3999,7443
2009,201973,2902,5357
2010,201973,2988,5544
2011,201973,3093,5739
2012,201973,3196,5950
2013,201973,3279,6111
2014,201973,3359,6271
2015,201973,3359,6271
2016,201973,3359,6271
2017,201973,3359,6271
2018,201973,3728,6880
2019,201973,3918,7094
2020,201973,4032,7328
2021,201973,4032,7328
2022,201973,4152,7568
2023,201973,4273,7809
2024,201973,4393,8049
1990,202046,10350,10350
1991,202046,10560,10560
1992,202046,11970,11970
1993,202046,12450,12450
1994,202046,12207,12207
1995,202046,12720,12720
1996,202046,12675,12675
1997,202046,13434,13434
1998,202046,13500,13500
1999,202046,15140,15140
2000,202046,16106,16106
2001,202046,17558,17558
2002,202046,21144,21144
2003,202046,23435,23435
2004,202046,24741,24741
2005,202046,26617,26617
2006,202046,28561,28561
2007,202046,29900,29900
2008,202046,30880,30880
2009,202046,31760,31760
2010,202046,32752,32752
2011,202046,33882,33882
2012,202046,35050,35050
2013,202046,36509,36509
2014,202046,37565,37565
2015,202046,38487,38487
2016,202046,39585,39585
2017,202046,40655,40655
2018,202046,42055,42055
2019,202046,43305,43305
2020,202046,44385,44385
2021,202046,45495,45495
2022,202046,46460,46460
2023,202046,47880,47880
2024,202046,48700,48700
1990,202073,10935,10935
1994,202073,14262,14262
1995,202073,15348,15348
1996,202073,16178,16178
1997,202073,17655,17655
1998,202073,18470,18470
1999,202073,18585,18585
2000,202073,19391,19391
2001,202073,20362,20362
2002,202073,21505,21505
2003,202073,22768,22768
2004,202073,25071,25071
2005,202073,26950,26950
2006,202073,29199,29199
2007,202073,31457,31457
2008,202073,33258,33258
2009,202073,35170,35170
2010,202073,37570,37570
2011,202073,41260,41260
2012,202073,43580,43580
2013,202073,44039,44039
2014,202073,46027,46027
2015,202073,47565,47565
2016,202073,49106,49106
2017,202073,49146,49146
2018,202073,45587,45587
2019,202073,45140,45140
2020,202073,43597,43597
2021,202073,42040,42040
2022,202073,42370,42370
2023,202073,42500,42500
2024,202073,52880,52880
1990,202435,4656,4656
1991,202435,4656,4656
1992,202435,5232,5232
1993,202435,5568,5568
1994,202435,5790,5790
1995,202435,5964,5964
1996,202435,6261,6261
1997,202435,6636,6636
1998,202435,5760,5760
2000,202435,6180,6180
2001,202435,7116,7116
2002,202435,7224,7224
2003,202435,7872,7872
2004,202435,8160,8160
2005,202435,8340,8340
2006,202435,8484,8484
2007,202435,8700,8700
2008,202435,8952,8952
2009,202435,9168,9168
2010,202435,9516,9516
2011,202435,16218,16218
2012,202435,15498,15498
2013,202435,14130,14130
2014,202435,14130,14130
2015,202435,14130,14130
2016,202435,14130,14130
2017,202435,14130,14130
2018,202435,14130,14130
2019,202435,14130,14130
2020,202435,14130,14130
2021,202435,14130,14130
2022,202435,14130,14130
2023,202435,14130,14130
2024,202435,14130,14130
1990,202514,7900,7900
1991,202514,8690,8690
1992,202514,9386,9386
1993,202514,9950,9950
1994,202514,10950,10950
1995,202514,12950,12950
1996,202514,12950,12950
1997,202514,13400,13400
1998,202514,13900,13900
1999,202514,14550,14550
2000,202514,15050,15050
2001,202514,15780,15780
2002,202514,16660,16660
2003,202514,17290,17290
2004,202514,18230,18230
2005,202514,18930,18930
2006,202514,19740,19740
2007,202514,20630,20630
2008,202514,21830,21830
2009,202514,22895,22895
2010,202514,24330,24330
2011,202514,25890,25890
2012,202514,27360,27360
2013,202514,28690,28690
2014,202514,29916,29916
2015,202514,31082,31082
2016,202514,31680,31680
2017,202514,32190,32190
2018,202514,32700,32700
2019,202514,33260,33260
2020,202514,33910,33910
2021,202514,34804,34804
2022,202514,35328,35328
2023,202514,38778,38778
2024,202514,29320,29320
1990,202648,1575,3060
1991,202648,1683,3123
1992,202648,1845,3420
1993,202648,2064,3840
1994,202648,2010,4020
1995,202648,2130,3990
1996,202648,2257,4215
1997,202648,2325,4350
1998,202648,2430,4530
1999,202648,2430,4530
2000,202648,2310,4290
2001,202648,2520,4620
2002,202648,2760,5040
2003,202648,2925,5370
2004,202648,3090,5700
2005,202648,3270,6060
2006,202648,3450,6420
2007,202648,3450,6420
2008,202648,3450,6420
2009,202648,3570,6660
2010,202648,3690,6900
2011,202648,3819,7029
2012,202648,4049,4049
2013,202648,4149,7659
2014,202648,4219,7828
2015,202648,4219,7828
2016,202648,4219,7828
2017,202648,4219,7828
2018,202648,4699,8608
2019,202648,4874,8933
2020,202648,5050,9250
2021,202648,4139,7626
2022,202648,4251,7851
2023,202648,4379,8106
2024,202648,4499,8346
1990,202763,8000,8000
1991,202763,8880,8880
1992,202763,10054,10054
1993,202763,10920,10920
1994,202763,11800,11800
1995,202763,12500,12500
1996,202763,13112,13112
1997,202763,13766,13766
1998,202763,14320,14320
1999,202763,15170,15170
2000,202763,16020,16020
2001,202763,17308,17308
2002,202763,18724,18724
2003,202763,19952,19952
2004,202763,20914,20914
2005,202763,21746,21746
2006,202763,22796,22796
2007,202763,23890,23890
2008,202763,24670,24670
2009,202763,25774,25774
2010,202763,26798,26798
2011,202763,28104,28104
2012,202763,28914,28914
2013,202763,29798,29798
2014,202763,30640,30640
2015,202763,31508,31508
2016,202763,32402,32402
2017,202763,33320,33320
2018,202763,34360,34360
2019,202763,35410,35410
2020,202763,36484,36484
2021,202763,37188,37188
2022,202763,37621,37621
2023,202763,39646,39646
2024,202763,41164,41164
1990,202806,4356,4356
1991,202806,4644,4644
1992,202806,4397,4397
1993,202806,4621,4621
1994,202806,4781,4781
1995,202806,5003,5003
1996,202806,5066,5066
1997,202806,5314,5314
1998,202806,5531,5531
1999,202806,5717,5717
2010,202806,8803,8803
2011,202806,9025,9025
2012,202806,9985,9985
2013,202806,10681,10681
2014,202806,11161,11161
2015,202806,11641,11641
2016,202806,11881,11881
2017,202806,12241,12241
2018,202806,12649,12649
2019,202806,9577,9577
2020,202806,9577,9577
2021,202806,9577,9577
2022,202806,9577,9577
2023,202806,9577,9577
2024,202806,9577,9577
1990,202903,1170,1170
1991,202903,4790,4790
1992,202903,2900,2900
1993,202903,3070,3070
1994,202903,3560,3560
1995,202903,3560,3560
1996,202903,3560,3560
1997,202903,3930,3930
1998,202903,3930,3930
1999,202903,3940,3940
2000,202903,4180,4180
2001,202903,4220,4220
2002,202903,4380,4380
2003,202903,4430,4430
2004,202903,4630,4630
2005,202903,4630,4630
2006,202903,4980,4980
2007,202903,4980,4980
2008,202903,5580,5580
2009,202903,5580,5580
2010,202903,6410,6410
2011,202903,6540,6540
2012,202903,6770,6770
2013,202903,7000,7000
2014,202903,7010,7010
2015,202903,7040,7040
2016,202903,7040,7040
2017,202903,7040,7040
2018,202903,7040,7040
2019,202903,7150,7150
2020,202903,7150,7150
2021,202903,7546,7546
2022,202903,7546,7546
2023,202903,7696,7696
2024,202903,7710,7710
1990,202912,4400,4400
1991,202912,5490,5490
1992,202912,6035,6035
1993,202912,6272,6272
1994,202912,6556,6556
1995,202912,7215,7215
1996,202912,7592,7592
1997,202912,7835,7835
1998,202912,8420,8420
1999,202912,7323,7323
2000,202912,7698,7698
2001,202912,8869,8869
2002,202912,9416,9416
2003,202912,10019,10019
2004,202912,11141,11141
2005,202912,12264,12264
2006,202912,12919,12919
2007,202912,14462,14462
2008,202912,15065,15065
2009,202912,16002,16002
2010,202912,15274,15274
2011,202912,16180,16180
2012,202912,17016,17016
2013,202912,17615,17615
2014,202912,18232,18232
2015,202912,15054,15054
2016,202912,15530,15530
2017,202912,15470,15470
2018,202912,15470,15470
2019,202912,15470,15470
2020,202912,15470,15470
2021,202912,15470,15470
2022,202912,15470,15470
2023,202912,15470,15470
2024,202912,15470,15470
1990,203085,10910,10910
1991,203085,11680,11680
1992,203085,12380,12380
1993,203085,13000,13000
1994,203085,13780,13780
1995,203085,14606,14606
1996,203085,15140,15140
1997,203085,15594,15594
1998,203085,16100,16100
1999,203085,16672,16672
2000,203085,17268,17268
2001,203085,18128,18128
2002,203085,13146,13146
2003,203085,13930,13930
2004,203085,14900,14900
2005,203085,16134,16134
2006,203085,17400,17400
2007,203085,18618,18618
2008,203085,19922,19922
2009,203085,21330,21330
2010,203085,22780,22780
2011,203085,23670,23670
2012,203085,24580,24580
2013,203085,26180,26180
2014,203085,27480,27480
2015,203085,28500,28500
2016,203085,29500,29500
2017,203085,30200,30200
2018,203085,31000,31000
2019,203085,31700,31700
2020,203085,32300,32300
2021,203085,33600,33600
2022,203085,33600,33600
2023,203085,33600,33600
2024,203085,33600,33600
1990,203155,2064,4128
1991,203155,2187,4374
1992,203155,2344,4688
1993,203155,2461,4922
1994,203155,2560,5320
1995,203155,2668,5336
1996,203155,2796,5572
1997,203155,2896,5792
1998,203155,3015,7545
2009,203155,3669,7338
2010,203155,3795,7590
2011,203155,3993,7986
2012,203155,4191,8382
2013,203155,4290,8580
2014,203155,4390,8780
2015,203155,4390,8780
2016,203155,4390,8780
2017,203155,4390,8780
2018,203155,4540,9080
2019,203155,5180,9570
2020,203155,5180,9570
2021,203155,5396,9810
2022,203155,5396,9810
2023,203155,5396,9810
2024,203155,5646,10290
1990,203331,1148,1823
1991,203331,1350,2025
1992,203331,1575,2250
1993,203331,1620,2295
1994,203331,1655,2340
1995,203331,1710,2400
1996,203331,1710,2400
1997,203331,1770,2670
1998,203331,1860,2550
2016,203331,3425,4445
2017,203331,3645,6885
2018,203331,4076,7188
2019,203331,4015,7435
2020,203331,4020,7805
2021,203331,4230,8022
2022,203331,4230,8022
2023,203331,4225,6071
2024,203331,4225,6071
1990,203368,8512,8512
1991,203368,9600,9600
1992,203368,10440,10440
1993,203368,11060,11060
1994,203368,11700,11700
1995,203368,12390,12390
1996,203368,13122,13122
1997,203368,13883,13883
1998,203368,14670,14670
1999,203368,15474,15474
2000,203368,16384,16384
2001,203368,17828,17828
2002,203368,19182,19182
2003,203368,20766,20766
2004,203368,22308,22308
2005,203368,23630,23630
2006,203368,25072,25072
2007,203368,26434,26434
2008,203368,28090,28090
2009,203368,28840,28840
2010,203368,30250,30250
2011,203368,31710,31710
2012,203368,33180,33180
2013,203368,34480,34480
2014,203368,35800,35800
2015,203368,37180,37180
2016,203368,38490,38490
2017,203368,39990,39990
2018,203368,41340,41340
2019,203368,42910,42910
2020,203368,44406,44406
2021,203368,45514,45514
2022,203368,47290,47290
2023,203368,49100,49100
2024,203368,50500,50500
1993,203386,560,560
1994,203386,560,560
1996,203386,1800,1800
2007,203386,7512,7512
2008,203386,14035,14035
2009,203386,15760,15760
2010,203386,16587,16587
2011,203386,17008,17008
2012,203386,16302,16302
2013,203386,17406,17406
2014,203386,18938,18938
2015,203386,18725,18725
2016,203386,16704,16704
2017,203386,16877,16877
2018,203386,17209,17209
2019,203386,15299,15299
2020,203386,12176,12176
2021,203386,20268,20268
2022,203386,20455,20455
2023,203386,21591,21591
2024,203386,18688,18688
1990,203535,14865,14865
1991,203535,16050,16050
1992,203535,17060,17060
1993,203535,18140,18140
1994,203535,19850,19850
1995,203535,20270,20270
1996,203535,21370,21370
1997,203535,22200,22200
1998,203535,22990,22990
1999,203535,24590,24590
2000,203535,26080,26080
2001,203535,27550,27550
2002,203535,28710,28710
2003,203535,30310,30310
2004,203535,32170,32170
2005,203535,33930,33930
2006,203535,36050,36050
2007,203535,38140,38140
2008,203535,40240,40240
2009,203535,40980,40980
2010,203535,40900,40900
2011,203535,42630,42630
2012,203535,44420,44420
2013,203535,45640,45640
2014,203535,47330,47330
2015,203535,49140,49140
2016,203535,51200,51200
2017,203535,53560,53560
2018,203535,55930,55930
2019,203535,58480,58480
2020,203535,55020,55020
2021,203535,63310,63310
2022,203535,66490,66490
2023,203535,69330,69330
2024,203535,71520,71520
1990,203580,7840,7840
1991,203580,8480,8480
1992,203580,8960,8960
1993,203580,9600,9600
1994,203580,10560,10560
1995,203580,12320,12320
1996,203580,12950,12950
1997,203580,13750,13750
1998,203580,14298,14298
1999,203580,15140,15140
2000,203580,16032,16032
2001,203580,16642,16642
2002,203580,17210,17210
2003,203580,17720,17720
2004,203580,18590,18590
2005,203580,21390,21390
2006,203580,22890,22890
2007,203580,23886,23886
2008,203580,25220,25220
2009,203580,25296,25296
2010,203580,25674,25674
2011,203580,26550,26550
2012,203580,27368,27368
2013,203580,27368,27368
2014,203580,28354,28354
2015,203580,29162,29162
2016,203580,29960,29960
2017,203580,30862,30862
2018,203580,31422,31422
2019,203580,31422,31422
2020,203580,33172,33172
2021,203580,34046,34046
2022,203580,35024,35024
2023,203580,36032,36032
2024,203580,37634,37634
1990,203599,1567,3653
1991,203599,1672,3967
1992,203599,1792,4225
1993,203599,1792,4530
1994,203599,1835,4753
1995,203599,1907,4942
1996,203599,1907,4942
1997,203599,1962,5088
1998,203599,2019,5239
1999,203599,2019,5238
2000,203599,1918,4978
2001,203599,1918,4978
2002,203599,2060,5350
2003,203599,2312,6008
2004,203599,2432,6323
2005,203599,2575,6698
2006,203599,2726,7096
2007,203599,2726,7096
2008,203599,2726,7095
2009,203599,2819,7342
2010,203599,2916,7598
2011,203599,2917,8053
2012,203599,3116,8602
2013,203599,3217,8906
2014,203599,3316,9205
2015,203599,3316,9205
2016,203599,3316,9205
2017,203599,3316,9205
2018,203599,3892,10081
2019,203599,3436,9962
2020,203599,3736,9298
2021,203599,3611,8975
2022,203599,3741,9105
2023,203599,3872,9235
2024,203599,3872,9235
1990,203720,4345,4345
1991,203720,4920,4920
1992,203720,5233,5233
1993,203720,5465,5465
1994,203720,4945,4945
1995,203720,4945,4945
1996,203720,5065,5065
1997,203720,5065,5065
1998,203720,5977,5977
1999,203720,6432,6432
2000,203720,6767,6767
2001,203720,7272,7272
2002,203720,7827,7827
2003,203720,8872,8872
2004,203720,6325,6325
2005,203720,6973,6973
2006,203720,7405,7405
2007,203720,7405,7405
2008,203720,7765,7765
2009,203720,8125,8125
2010,203720,8125,8125
2011,203720,8140,8140
2012,203720,8140,8140
2013,203720,8500,8500
2014,203720,8500,8500
2015,203720,8672,8672
2016,203720,9025,9025
2017,203720,9000,9000
2018,203720,9360,9360
2019,203720,9385,9385
2020,203720,9335,9335
2021,203720,9335,9335
2022,203720,9385,9385
2023,203720,9385,9385
2024,203720,11534,11534
1990,203739,4345,4345
1991,203739,4925,4925
1992,203739,5233,5233
1993,203739,4825,4825
1994,203739,4925,4925
1995,203739,4945,4945
1996,203739,5065,5065
1997,203739,5065,5065
1998,203739,5977,5977
1999,203739,6457,6457
2000,203739,6457,6457
2001,203739,7297,7297
2002,203739,7853,7853
2003,203739,8358,8358
2004,203739,6325,6325
2005,203739,6973,6973
2006,203739,7405,7405
2007,203739,7765,7765
2008,203739,7765,7765
2009,203739,8125,8125
2010,203739,8125,8125
2011,203739,8140,8140
2012,203739,8140,8140
2013,203739,8500,8500
2014,203739,8500,8500
2015,203739,8614,8614
2016,203739,9000,9000
2017,203739,9000,9000
2018,203739,9360,9360
2019,203739,9385,9385
2020,203739,9385,9385
2021,203739,9335,9335
2022,203739,9335,9335
2023,203739,9385,9385
2024,203739,13695,13695
1990,203748,1597,4522
1991,203748,1732,4927
1992,203748,2002,5197
1993,203748,2002,5197
1994,203748,2070,5265
1995,203748,2173,5368
1996,203748,2236,5431
1997,203748,2299,5494
1998,203748,2290,5620
1999,203748,1724,4388
2000,203748,1740,4272
2001,203748,1810,4440
2002,203748,1881,4620
2003,203748,1966,4789
2004,203748,2046,4982
2005,203748,2130,5190
2006,203748,2215,5400
2007,203748,2215,5400
2008,203748,2215,5400
2009,203748,2483,6041
2010,203748,2570,6251
2011,203748,2680,6491
2012,203748,2877,6822
2013,203748,2977,7059
2014,203748,3077,7302
2015,203748,3077,7302
2016,203748,3077,7302
2017,203748,3151,7376
2018,203748,3485,8081
2019,203748,3485,8081
2020,203748,3745,8340
2021,203748,3810,8405
2022,203748,4005,8601
2023,203748,4135,8730
2024,203748,4265,8860
1990,203757,4860,4860
1991,203757,5205,5205
1992,203757,5493,5493
1993,203757,6410,6410
1994,203757,6660,6660
1995,203757,7310,7310
1996,203757,7700,7700
1997,203757,8100,8100
1998,203757,9008,9008
1999,203757,9368,9368
2000,203757,9624,9624
2001,203757,12650,12650
2002,203757,14150,14150
2003,203757,15300,15300
2004,203757,9504,9504
2005,203757,9816,9816
2006,203757,10560,10560
2007,203757,11232,11232
2008,203757,11784,11784
2009,203757,12240,12240
2010,203757,12696,12696
2011,203757,13176,13176
2013,203757,17605,17605
2014,203757,18303,18303
2015,203757,19170,19170
2016,203757,20620,20620
2017,203757,21540,21540
2018,203757,22480,22480
2019,203757,23550,23550
2020,203757,24544,24544
2021,203757,25736,25736
2022,203757,27260,27260
2023,203757,27540,27540
2024,203757,28370,28370
1990,203775,7302,7302
1991,203775,7860,7860
1992,203775,8490,8490
1993,203775,9172,9172
1994,203775,9993,9993
1995,203775,10345,10345
1996,203775,10765,10765
1997,203775,11280,11280
1998,203775,11795,11795
1999,203775,12380,12380
2000,203775,13030,13030
2001,203775,13550,13550
2002,203775,14150,14150
2003,203775,14995,14995
2004,203775,15880,15880
2005,203775,16790,16790
2006,203775,17790,17790
2007,203775,18870,18870
2008,203775,20020,20020
2009,203775,21080,21080
2010,203775,22444,22444
2011,203775,23420,23420
2012,203775,24536,24536
2013,203775,25678,25678
2014,203775,26416,26416
2015,203775,27960,27960
2016,203775,29422,29422
2017,203775,29900,29900
2018,203775,30860,30860
2019,203775,31800,31800
2020,203775,32416,32416
2021,203775,33400,33400
2022,203775,34875,34875
2023,203775,36120,36120
2024,203775,37160,37160
1990,203845,10940,10940
1991,203845,11800,11800
1992,203845,12370,12370
1993,203845,13170,13170
1994,203845,13900,13900
1995,203845,14850,14850
1996,203845,15490,15490
1997,203845,15950,15950
1998,203845,16790,16790
1999,203845,17510,17510
2000,203845,18210,18210
2001,203845,19076,19076
2002,203845,20184,20184
2003,203845,20892,20892
2004,203845,21730,21730
2005,203845,22656,22656
2006,203845,23815,23815
2007,203845,24842,24842
2008,203845,26080,26080
2009,203845,27066,27066
2010,203845,28340,28340
2011,203845,29690,29690
2012,203845,30950,30950
2013,203845,31940,31940
2014,203845,33140,33140
2015,203845,34300,34300
2016,203845,35330,35330
2017,203845,36040,36040
2018,203845,36040,36040
